Customer_ID,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance
24365,Male,Loyal,78,Business,Economy Plus,4721
24366,Male,Loyal,26,Personal,Economy Plus,1959
24370,Male,Loyal,36,Business,Economy,1133
24371,Female,Loyal,69,Business,Business,3320
24372,Female,Loyal,79,Personal,Business,1969
24374,Male,Loyal,12,Personal,Economy,975
24375,Male,Disloyal,27,Personal,Economy,3542
24378,Male,Loyal,30,Personal,Economy Plus,4284
24381,Female,Loyal,49,Business,Economy,3871
24384,Male,Disloyal,36,Business,Economy,958
24389,Male,Disloyal,57,Personal,Economy Plus,3011
24402,Female,Loyal,51,Personal,Economy Plus,1762
24409,Male,Loyal,9,Personal,Economy Plus,2179
24433,Male,Loyal,53,Personal,Economy,4551
24440,Male,Disloyal,78,Personal,Economy,4613
24441,Male,Loyal,15,Personal,Economy,2656
24445,Male,Loyal,13,Business,Economy,4202
24450,Female,Loyal,41,Business,Economy,1006
24451,Female,Disloyal,37,Personal,Economy,1329
24454,Female,Loyal,42,Business,Economy Plus,4792
24456,Female,Loyal,25,Personal,Economy,2430
24463,Female,Disloyal,56,Business,Economy Plus,2153
24468,Male,Disloyal,64,Personal,Economy Plus,2440
24482,Female,Disloyal,45,Personal,Economy,3643
24485,Male,Loyal,70,Personal,Economy,3776
24489,Female,Loyal,27,Personal,Economy,1820
24490,Female,Disloyal,81,Personal,Economy,3856
24494,Female,Disloyal,44,Business,Economy,352
24507,Female,Loyal,82,Personal,Economy,4267
24528,Male,Loyal,38,Personal,Economy,3702
24544,Female,Loyal,80,Business,Economy Plus,4825
24548,Female,Loyal,41,Business,Economy,2276
24554,Female,Loyal,36,Personal,Economy Plus,3177
24558,Male,Loyal,16,Business,Economy Plus,3733
24569,Male,Loyal,33,Personal,Economy Plus,3334
24590,Male,Loyal,32,Personal,Business,4238
24592,Male,Loyal,44,Personal,Economy,3182
24594,Male,Loyal,52,Personal,Economy Plus,3968
24598,Female,Loyal,37,Personal,Economy,4031
24606,Female,Loyal,71,Business,Economy,451
24608,Female,Loyal,42,Personal,Economy,3513
24612,Male,Loyal,34,Personal,Economy,3667
24616,Male,Loyal,49,Personal,Economy Plus,1745
24618,Male,Loyal,41,Personal,Business,4776
24628,Male,Loyal,70,Business,Economy Plus,4481
24629,Male,Loyal,64,Personal,Business,815
24636,Female,Loyal,66,Personal,Economy,2300
24644,Female,Loyal,67,Business,Economy,45
24652,Male,Loyal,70,Personal,Economy,1979
24656,Female,Loyal,44,Business,Economy Plus,978
24657,Male,Loyal,69,Personal,Economy,4838
24658,Female,Disloyal,66,Personal,Business,2439
24660,Male,Loyal,46,Personal,Economy,2478
24665,Female,Loyal,42,Personal,Business,2986
24667,Female,Loyal,16,Personal,Economy,1196
24676,Male,Disloyal,38,Personal,Economy,1742
24678,Male,Loyal,27,Personal,Economy Plus,3080
24680,Male,Loyal,77,Business,Economy,4215
24685,Female,Disloyal,76,Personal,Economy Plus,3921
24687,Female,Loyal,80,Personal,Economy,3157
24694,Female,Loyal,32,Business,Economy,351
24700,Female,Loyal,17,Business,Economy,2554
24702,Female,Loyal,68,Personal,Economy,474
24703,Male,Loyal,11,Personal,Economy Plus,1572
24710,Female,Disloyal,41,Personal,Economy Plus,3554
24713,Female,Loyal,23,Personal,Economy Plus,1152
24717,Female,Loyal,44,Personal,Business,1869
24719,Female,Loyal,9,Business,Economy,4979
24723,Male,Disloyal,24,Personal,Economy Plus,3773
24724,Female,Disloyal,46,Personal,Economy,2715
24753,Female,Loyal,67,Business,Economy,2187
24759,Female,Disloyal,24,Business,Business,421
24761,Female,Loyal,14,Business,Economy Plus,1453
24763,Male,Loyal,12,Personal,Economy,999
24764,Female,Loyal,35,Personal,Economy Plus,4845
24769,Female,Loyal,76,Personal,Economy Plus,4954
24775,Male,Loyal,32,Personal,Economy Plus,4659
24778,Male,Loyal,75,Personal,Economy Plus,4912
24782,Male,Loyal,70,Business,Economy Plus,4593
24784,Male,Loyal,62,Personal,Economy,4953
24786,Male,Loyal,75,Personal,Economy,4019
24789,Male,Disloyal,22,Personal,Economy,3709
24804,Female,Disloyal,82,Personal,Economy,2745
24805,Male,Loyal,70,Personal,Business,2786
24806,Male,Loyal,25,Personal,Business,3588
24812,Female,Loyal,13,Personal,Economy,4221
24829,Female,Loyal,65,Business,Economy,543
24831,Male,Loyal,79,Business,Economy,2348
24837,Female,Disloyal,38,Business,Economy,2657
24839,Male,Loyal,43,Personal,Economy,278
24852,Male,Disloyal,48,Personal,Economy,2822
24854,Female,Loyal,20,Business,Economy Plus,4794
24855,Male,Loyal,77,Personal,Economy,4362
24857,Male,Disloyal,72,Personal,Economy,2745
24868,Male,Loyal,52,Personal,Economy Plus,1866
24872,Male,Disloyal,56,Business,Economy,4011
24873,Male,Loyal,81,Personal,Economy Plus,3748
24878,Female,Loyal,77,Personal,Economy Plus,2627
24883,Female,Loyal,52,Personal,Economy,3325
24886,Female,Disloyal,37,Personal,Economy,3861
24887,Male,Loyal,75,Business,Business,1899
24893,Male,Loyal,85,Personal,Business,1281
24895,Male,Loyal,12,Personal,Business,1964
24901,Male,Loyal,45,Personal,Economy,3563
24905,Female,Loyal,74,Personal,Economy,3853
24906,Male,Loyal,25,Personal,Business,1479
24930,Female,Loyal,71,Personal,Economy,4602
24932,Male,Loyal,73,Personal,Economy Plus,4184
24939,Female,Disloyal,79,Personal,Business,611
24943,Female,Disloyal,77,Business,Economy,2544
24944,Male,Loyal,51,Business,Business,3975
24947,Female,Loyal,82,Personal,Economy,2650
24953,Female,Loyal,52,Personal,Business,4644
24954,Male,Loyal,38,Business,Economy,1708
24961,Female,Loyal,71,Personal,Economy,2124
24962,Male,Loyal,29,Personal,Economy Plus,246
24977,Female,Loyal,27,Personal,Economy,2195
24986,Female,Loyal,64,Personal,Economy Plus,4115
24987,Male,Loyal,39,Personal,Economy,267
24992,Female,Loyal,29,Personal,Economy,1926
25002,Male,Disloyal,22,Personal,Economy,2184
25003,Male,Loyal,72,Personal,Economy,1531
25009,Male,Loyal,84,Personal,Economy Plus,2558
25015,Male,Disloyal,42,Personal,Economy Plus,852
25020,Female,Loyal,37,Personal,Economy Plus,2079
25022,Male,Loyal,30,Personal,Business,938
25023,Male,Loyal,57,Business,Economy,1606
25027,Male,Disloyal,77,Personal,Economy,3736
25033,Female,Loyal,76,Business,Economy,4266
25040,Male,Loyal,70,Personal,Economy,2061
25041,Female,Disloyal,60,Personal,Economy,4835
25049,Female,Loyal,7,Personal,Business,1309
25052,Male,Disloyal,28,Business,Economy,4771
25059,Female,Loyal,7,Business,Business,3703
25062,Female,Loyal,81,Business,Economy Plus,3856
25066,Male,Loyal,61,Personal,Economy,2455
25068,Female,Loyal,53,Personal,Economy Plus,3342
25074,Male,Loyal,9,Personal,Business,3728
25086,Female,Loyal,11,Personal,Economy,2560
25091,Female,Loyal,26,Personal,Economy Plus,4794
25106,Male,Disloyal,12,Personal,Economy Plus,1021
25119,Female,Loyal,19,Business,Economy,976
25121,Male,Disloyal,72,Business,Economy,1930
25124,Male,Disloyal,9,Personal,Business,3825
25126,Female,Loyal,74,Business,Economy Plus,2022
25137,Female,Disloyal,54,Business,Economy,650
25138,Female,Loyal,23,Business,Economy,2200
25145,Female,Loyal,28,Personal,Economy,3463
25157,Male,Loyal,38,Personal,Economy Plus,3404
25163,Female,Disloyal,28,Personal,Economy,3498
25168,Female,Disloyal,29,Business,Economy,3577
25169,Female,Disloyal,37,Personal,Business,2900
25176,Male,Disloyal,29,Personal,Economy Plus,4569
25185,Female,Loyal,73,Personal,Business,149
25187,Female,Loyal,43,Business,Economy,2350
25188,Female,Disloyal,18,Personal,Economy,674
25189,Female,Loyal,50,Personal,Economy Plus,1492
25190,Female,Disloyal,20,Personal,Economy,3490
25193,Female,Disloyal,82,Personal,Economy,3035
25203,Male,Loyal,38,Personal,Economy Plus,4087
25211,Female,Loyal,8,Personal,Business,1011
25225,Female,Disloyal,66,Business,Economy Plus,3954
25230,Female,Disloyal,62,Personal,Economy,351
25240,Female,Loyal,12,Personal,Business,1096
25242,Female,Disloyal,75,Personal,Economy,2688
25254,Female,Loyal,31,Personal,Economy Plus,4734
25258,Female,Loyal,9,Personal,Economy,3490
25265,Male,Loyal,12,Personal,Economy,3712
25269,Female,Loyal,48,Personal,Economy,2810
25274,Male,Loyal,53,Personal,Economy,2879
25275,Female,Loyal,64,Personal,Economy,4120
25286,Female,Loyal,74,Personal,Economy,3043
25287,Male,Loyal,33,Personal,Economy,4937
25289,Female,Loyal,71,Personal,Economy,1136
25293,Female,Disloyal,15,Business,Economy,4426
25294,Male,Loyal,48,Personal,Economy Plus,2643
25297,Female,Loyal,56,Personal,Economy Plus,4286
25298,Female,Loyal,50,Business,Economy Plus,3258
25302,Female,Disloyal,29,Personal,Economy,153
25309,Male,Loyal,38,Business,Economy,3170
25311,Male,Disloyal,70,Personal,Economy,3810
25313,Male,Loyal,10,Personal,Business,446
25319,Female,Loyal,71,Personal,Economy Plus,1781
25322,Female,Disloyal,19,Personal,Economy,1480
25324,Male,Loyal,56,Business,Economy,1959
25329,Male,Loyal,16,Personal,Business,1732
25330,Female,Loyal,83,Personal,Economy Plus,2878
25335,Female,Disloyal,57,Personal,Economy,4541
25338,Male,Loyal,73,Business,Economy,1745
25339,Female,Loyal,46,Business,Economy,1128
25345,Female,Loyal,84,Personal,Economy,353
25359,Male,Loyal,51,Business,Economy,774
25362,Female,Disloyal,17,Personal,Economy Plus,301
25364,Male,Loyal,84,Personal,Economy,4974
25373,Male,Loyal,27,Business,Economy,1714
25378,Female,Loyal,20,Personal,Business,4280
25381,Female,Loyal,63,Personal,Economy,4296
25383,Female,Disloyal,58,Business,Business,905
25384,Female,Loyal,37,Personal,Economy,3282
25386,Male,Loyal,46,Personal,Business,3435
25389,Female,Loyal,26,Personal,Economy,2378
25394,Female,Disloyal,39,Personal,Economy,4912
25395,Male,Loyal,84,Personal,Business,318
25407,Female,Loyal,64,Personal,Economy,4352
25414,Male,Loyal,9,Business,Business,1155
25415,Male,Loyal,21,Personal,Economy Plus,1009
25417,Male,Loyal,80,Personal,Business,159
25421,Male,Loyal,67,Business,Economy,2862
25423,Male,Loyal,33,Business,Economy,4643
25433,Male,Loyal,71,Personal,Economy Plus,1606
25445,Male,Loyal,71,Personal,Economy,115
25453,Female,Loyal,29,Personal,Business,3167
25459,Male,Loyal,81,Business,Economy Plus,1570
25461,Male,Loyal,23,Personal,Economy Plus,4740
25465,Female,Loyal,15,Personal,Economy,1169
25477,Female,Loyal,64,Personal,Economy,2684
25479,Female,Loyal,67,Personal,Economy,180
25485,Male,Loyal,75,Personal,Economy,163
25486,Male,Loyal,38,Business,Economy,4353
25495,Male,Loyal,33,Personal,Economy Plus,1887
25497,Female,Loyal,26,Personal,Economy,1499
25498,Female,Loyal,40,Personal,Business,4643
25501,Male,Disloyal,80,Business,Economy,189
25503,Male,Loyal,20,Personal,Economy,1027
25513,Female,Loyal,36,Personal,Business,515
25517,Female,Loyal,47,Business,Economy,1553
25519,Female,Loyal,19,Personal,Business,4886
25522,Male,Loyal,60,Personal,Economy,1267
25524,Female,Loyal,63,Business,Economy Plus,4412
25536,Male,Loyal,41,Business,Economy Plus,1987
25537,Female,Loyal,57,Personal,Economy Plus,3691
25543,Female,Loyal,66,Business,Economy Plus,3066
25544,Female,Loyal,85,Personal,Economy,502
25545,Female,Disloyal,66,Personal,Economy,621
25553,Male,Loyal,29,Personal,Economy,1222
25554,Female,Disloyal,76,Business,Economy Plus,391
25555,Male,Loyal,60,Personal,Economy,2418
25556,Male,Loyal,56,Personal,Economy,2258
25560,Female,Loyal,39,Personal,Economy,2015
25572,Male,Loyal,53,Personal,Economy,1633
25579,Male,Disloyal,36,Business,Economy,3494
25581,Female,Loyal,84,Personal,Economy Plus,2230
25583,Male,Loyal,82,Personal,Economy,4088
25584,Female,Loyal,58,Business,Economy Plus,1230
25587,Male,Loyal,21,Personal,Economy,3185
25592,Male,Loyal,70,Business,Economy Plus,1722
25593,Female,Disloyal,45,Personal,Economy,384
25599,Female,Loyal,40,Personal,Economy Plus,4156
25601,Female,Loyal,40,Business,Business,4553
25604,Male,Loyal,22,Personal,Economy,2979
25608,Male,Loyal,45,Personal,Business,3459
25610,Male,Loyal,23,Personal,Economy,39
25616,Male,Loyal,43,Personal,Economy,3963
25621,Female,Loyal,37,Personal,Economy,221
25629,Female,Loyal,41,Personal,Economy,101
25638,Male,Loyal,37,Personal,Economy Plus,418
25640,Female,Disloyal,20,Personal,Economy,1162
25642,Male,Disloyal,12,Personal,Economy Plus,2419
25644,Male,Loyal,59,Business,Economy,3184
25651,Male,Loyal,12,Personal,Economy Plus,2917
25654,Male,Loyal,17,Personal,Economy Plus,2873
25657,Male,Disloyal,13,Personal,Economy,2990
25658,Male,Loyal,36,Personal,Business,1976
25671,Female,Loyal,36,Business,Economy,1566
25673,Male,Loyal,84,Personal,Economy Plus,4900
25684,Female,Disloyal,36,Business,Economy,3776
25692,Male,Disloyal,30,Personal,Economy,897
25700,Female,Loyal,52,Business,Economy,2243
25701,Female,Loyal,17,Personal,Economy,2520
25703,Female,Loyal,54,Personal,Economy,1289
25706,Female,Loyal,59,Personal,Economy Plus,4440
25707,Male,Disloyal,75,Personal,Economy,1759
25712,Female,Loyal,53,Personal,Economy,4225
25719,Male,Loyal,74,Business,Economy Plus,2141
25720,Male,Loyal,47,Personal,Economy,145
25725,Male,Loyal,76,Business,Economy,2226
25727,Male,Loyal,29,Personal,Economy Plus,1870
25733,Female,Loyal,26,Business,Economy,278
25734,Female,Disloyal,29,Business,Economy,1885
25744,Male,Loyal,23,Personal,Economy,799
25750,Female,Loyal,78,Business,Business,4345
25751,Male,Loyal,9,Personal,Economy,1283
25762,Female,Disloyal,34,Personal,Economy Plus,185
25763,Female,Loyal,70,Personal,Economy Plus,3073
25764,Female,Disloyal,81,Personal,Economy,4921
25766,Male,Disloyal,84,Business,Economy,4685
25768,Female,Loyal,30,Personal,Economy Plus,3775
25771,Female,Loyal,7,Personal,Economy,2326
25775,Female,Loyal,64,Business,Economy Plus,4500
25781,Male,Loyal,53,Personal,Business,269
25784,Male,Disloyal,24,Business,Economy Plus,238
25797,Male,Loyal,43,Personal,Economy,1094
25801,Male,Disloyal,10,Personal,Economy Plus,2682
25805,Male,Loyal,40,Personal,Economy,255
25806,Male,Loyal,61,Personal,Economy Plus,2101
25810,Male,Loyal,55,Business,Economy Plus,3252
25818,Female,Loyal,79,Personal,Economy,4768
25821,Male,Loyal,42,Personal,Business,2155
25823,Male,Disloyal,82,Personal,Economy,4784
25833,Male,Loyal,55,Business,Business,2916
25834,Male,Loyal,82,Personal,Economy,2508
25842,Male,Disloyal,76,Personal,Business,1131
25845,Male,Loyal,30,Personal,Business,3380
25849,Female,Loyal,7,Personal,Economy Plus,4343
25852,Female,Disloyal,8,Business,Economy,2968
25858,Female,Loyal,46,Business,Economy Plus,2561
25859,Female,Loyal,36,Business,Economy,2127
25865,Male,Disloyal,38,Personal,Business,152
25867,Female,Disloyal,35,Business,Economy,1727
25873,Female,Loyal,29,Business,Economy Plus,4568
25876,Male,Disloyal,22,Personal,Economy,2051
25878,Male,Loyal,33,Personal,Economy,32
25879,Female,Loyal,13,Personal,Economy Plus,410
25886,Male,Loyal,68,Personal,Economy,1456
25890,Male,Loyal,63,Business,Economy,180
25891,Female,Loyal,18,Personal,Economy,4001
25894,Male,Loyal,23,Personal,Business,915
25896,Male,Loyal,60,Business,Economy Plus,4931
25897,Male,Loyal,52,Personal,Economy Plus,1352
25899,Male,Disloyal,36,Business,Economy,3755
25907,Female,Loyal,43,Personal,Economy Plus,3775
25909,Female,Loyal,71,Personal,Economy,667
25916,Male,Loyal,56,Personal,Economy,1416
25920,Male,Loyal,85,Personal,Business,3723
25931,Female,Loyal,57,Personal,Economy Plus,1306
25934,Male,Loyal,68,Business,Economy,1490
25938,Male,Loyal,67,Personal,Economy Plus,3076
25943,Female,Loyal,23,Personal,Economy,4715
25952,Male,Loyal,19,Business,Economy,4046
25956,Male,Loyal,84,Personal,Business,3222
25963,Male,Loyal,77,Business,Economy,2408
25964,Male,Loyal,83,Personal,Business,4686
25973,Male,Disloyal,16,Personal,Economy Plus,4904
25974,Male,Loyal,53,Business,Economy,1818
26000,Male,Loyal,51,Personal,Economy,2751
26001,Female,Loyal,47,Business,Economy,1243
26010,Female,Loyal,84,Personal,Economy,3828
26011,Female,Loyal,62,Personal,Economy,362
26013,Male,Loyal,67,Business,Economy,4442
26014,Female,Loyal,59,Business,Economy,2475
26015,Male,Disloyal,70,Business,Economy,458
26017,Male,Loyal,16,Business,Economy,4507
26020,Male,Loyal,62,Personal,Economy,1387
26037,Male,Loyal,41,Business,Economy Plus,4150
26043,Male,Loyal,28,Personal,Economy,3608
26059,Male,Loyal,84,Personal,Economy Plus,3265
26061,Male,Disloyal,75,Personal,Economy,2693
26063,Female,Loyal,29,Personal,Economy Plus,4912
26064,Female,Loyal,45,Personal,Economy Plus,390
26066,Male,Loyal,58,Personal,Economy,4371
26078,Female,Loyal,73,Personal,Economy,1694
26080,Male,Loyal,10,Personal,Economy,1038
26081,Female,Loyal,22,Personal,Economy Plus,3474
26084,Male,Loyal,79,Business,Economy,194
26087,Female,Loyal,53,Business,Economy,1507
26100,Male,Loyal,70,Personal,Economy,3682
26101,Female,Loyal,39,Personal,Economy,3087
26103,Female,Loyal,37,Personal,Economy,552
26106,Male,Loyal,85,Business,Economy,3358
26113,Male,Disloyal,73,Personal,Economy,842
26117,Female,Loyal,12,Personal,Economy,2599
26126,Female,Loyal,60,Personal,Economy Plus,360
26138,Female,Disloyal,29,Personal,Business,4677
26144,Male,Loyal,28,Personal,Business,610
26146,Female,Loyal,21,Personal,Economy,1804
26148,Female,Loyal,10,Personal,Economy,699
26151,Female,Disloyal,77,Personal,Economy Plus,3610
26163,Female,Loyal,78,Business,Economy Plus,578
26185,Female,Loyal,32,Business,Economy,4601
26193,Male,Loyal,43,Business,Economy,794
26211,Male,Loyal,34,Business,Economy,4554
26212,Female,Loyal,49,Business,Economy Plus,4417
26217,Female,Loyal,30,Personal,Economy,542
26218,Female,Loyal,84,Personal,Economy,595
26226,Female,Loyal,72,Personal,Economy,277
26230,Female,Loyal,36,Business,Economy Plus,3379
26235,Male,Disloyal,52,Personal,Economy,4748
26243,Female,Loyal,75,Business,Economy,2741
26244,Female,Loyal,44,Personal,Economy,4071
26248,Female,Loyal,33,Business,Economy,3064
26252,Female,Loyal,49,Business,Economy,3764
26258,Female,Loyal,32,Personal,Economy,3248
26265,Female,Disloyal,84,Personal,Economy,1779
26266,Female,Loyal,62,Business,Economy,4752
26287,Male,Disloyal,85,Personal,Economy,3405
26291,Male,Loyal,41,Personal,Economy,2029
26294,Male,Loyal,50,Personal,Economy Plus,259
26295,Male,Loyal,24,Personal,Economy,3731
26298,Male,Loyal,73,Business,Economy,4577
26308,Female,Loyal,63,Personal,Economy,4322
26313,Male,Loyal,62,Business,Economy,1352
26315,Female,Loyal,64,Personal,Economy Plus,3970
26317,Female,Loyal,78,Business,Economy,1573
26324,Male,Loyal,82,Personal,Business,460
26327,Female,Loyal,32,Personal,Economy,3460
26329,Male,Loyal,48,Personal,Economy,1915
26334,Male,Disloyal,38,Business,Business,2140
26337,Female,Loyal,81,Personal,Business,1348
26348,Male,Loyal,72,Personal,Economy,1969
26351,Male,Loyal,37,Personal,Economy Plus,3496
26352,Male,Disloyal,38,Personal,Economy Plus,2075
26354,Male,Loyal,24,Personal,Economy,2240
26357,Male,Loyal,21,Personal,Economy,1645
26358,Female,Disloyal,38,Business,Economy,973
26361,Female,Loyal,31,Personal,Economy,2893
26363,Male,Loyal,72,Personal,Economy,765
26364,Female,Loyal,19,Business,Economy,1422
26370,Female,Loyal,35,Personal,Business,2132
26374,Female,Loyal,19,Personal,Economy,2890
26380,Male,Disloyal,84,Personal,Economy,4316
26393,Male,Loyal,14,Business,Business,917
26394,Female,Loyal,9,Business,Economy,2363
26395,Female,Disloyal,33,Business,Economy,3354
26396,Female,Loyal,27,Business,Economy,3784
26400,Male,Loyal,50,Personal,Economy,1179
26403,Female,Disloyal,75,Business,Economy,4760
26407,Male,Loyal,64,Personal,Business,3100
26413,Male,Loyal,66,Personal,Economy,1660
26418,Male,Disloyal,14,Personal,Business,4578
26440,Female,Disloyal,40,Personal,Economy,500
26443,Female,Loyal,57,Personal,Economy Plus,1354
26445,Male,Disloyal,33,Personal,Economy Plus,4982
26448,Female,Disloyal,84,Personal,Economy Plus,4639
26449,Female,Loyal,56,Personal,Business,293
26450,Female,Loyal,63,Business,Economy,2453
26452,Female,Disloyal,56,Business,Economy Plus,3540
26455,Female,Loyal,34,Personal,Economy,2318
26456,Female,Loyal,55,Personal,Economy,802
26458,Male,Loyal,73,Personal,Economy Plus,2027
26461,Female,Disloyal,37,Business,Business,4966
26465,Male,Loyal,34,Personal,Economy Plus,1128
26469,Male,Loyal,74,Personal,Business,1135
26471,Female,Disloyal,8,Business,Economy Plus,3792
26473,Male,Loyal,83,Business,Economy,1575
26486,Female,Loyal,38,Personal,Economy Plus,3039
26489,Male,Loyal,70,Personal,Business,2578
26490,Female,Disloyal,23,Personal,Economy Plus,675
26497,Male,Loyal,28,Personal,Economy Plus,3315
26499,Female,Loyal,55,Personal,Economy,1806
26509,Female,Loyal,25,Personal,Economy,2291
26510,Female,Loyal,40,Personal,Economy,710
26512,Female,Disloyal,62,Personal,Business,2241
26521,Female,Loyal,43,Business,Economy,3289
26525,Female,Loyal,65,Business,Economy,3331
26533,Male,Disloyal,16,Personal,Economy,2853
26538,Male,Disloyal,12,Business,Business,1627
26539,Male,Loyal,17,Personal,Economy,3311
26542,Male,Loyal,41,Personal,Business,396
26546,Male,Loyal,62,Personal,Economy,4038
26547,Female,Loyal,42,Personal,Economy,2861
26549,Male,Disloyal,69,Personal,Business,2692
26572,Male,Loyal,30,Personal,Economy Plus,4076
26573,Male,Loyal,83,Personal,Business,3781
26574,Male,Disloyal,18,Personal,Economy,2286
26577,Female,Loyal,33,Business,Economy Plus,1337
26580,Female,Loyal,8,Personal,Economy,3845
26594,Female,Loyal,67,Business,Business,4222
26600,Female,Loyal,65,Business,Business,4156
26602,Female,Loyal,74,Personal,Economy,2135
26613,Male,Disloyal,55,Personal,Business,1501
26614,Male,Loyal,25,Personal,Economy,1399
26621,Female,Loyal,84,Personal,Business,4933
26625,Male,Loyal,55,Personal,Economy,3684
26630,Female,Loyal,71,Personal,Economy,3872
26634,Female,Loyal,84,Personal,Economy,2709
26641,Male,Loyal,77,Personal,Economy,1281
26643,Male,Loyal,77,Personal,Economy,2430
26650,Female,Loyal,64,Business,Economy Plus,4290
26653,Female,Loyal,37,Business,Economy,481
26657,Male,Loyal,14,Personal,Economy,4593
26665,Female,Loyal,59,Personal,Economy Plus,3860
26666,Male,Loyal,40,Personal,Economy Plus,1342
26671,Male,Disloyal,66,Personal,Economy,2921
26675,Male,Loyal,71,Personal,Economy,2121
26677,Male,Loyal,75,Personal,Economy Plus,1996
26685,Female,Loyal,44,Business,Economy,163
26686,Male,Loyal,49,Business,Economy Plus,2940
26687,Male,Disloyal,58,Personal,Economy,1123
26696,Male,Loyal,32,Personal,Business,485
26708,Male,Loyal,26,Personal,Economy Plus,2893
26717,Female,Disloyal,77,Personal,Economy Plus,1018
26733,Male,Loyal,51,Personal,Economy Plus,4620
26735,Female,Loyal,40,Business,Economy,100
26739,Male,Loyal,19,Personal,Business,3559
26741,Female,Loyal,70,Personal,Economy,4262
26742,Male,Loyal,75,Business,Economy Plus,3791
26745,Male,Disloyal,18,Personal,Economy,2899
26746,Male,Disloyal,73,Personal,Economy,1593
26747,Female,Loyal,11,Business,Economy Plus,4599
26759,Male,Loyal,47,Personal,Economy,4136
26764,Male,Loyal,55,Personal,Economy,1358
26774,Female,Loyal,58,Personal,Economy Plus,2457
26778,Male,Loyal,14,Personal,Economy,2498
26788,Male,Disloyal,36,Business,Economy,2505
26789,Female,Loyal,55,Business,Economy,3794
26790,Male,Loyal,77,Personal,Economy,4750
26805,Female,Disloyal,55,Business,Economy,3883
26813,Male,Loyal,47,Personal,Economy,3472
26817,Male,Loyal,9,Personal,Economy Plus,68
26818,Female,Loyal,18,Business,Economy Plus,1558
26825,Male,Loyal,47,Personal,Business,3258
26833,Male,Loyal,37,Personal,Economy Plus,1126
26838,Female,Loyal,74,Personal,Economy,4829
26851,Female,Loyal,72,Personal,Business,4826
26856,Male,Loyal,41,Personal,Economy,747
26858,Male,Loyal,17,Business,Business,3221
26860,Male,Loyal,27,Personal,Business,1216
26866,Male,Loyal,40,Personal,Economy Plus,1736
26869,Male,Loyal,16,Personal,Economy Plus,4769
26872,Female,Loyal,54,Personal,Economy,88
26878,Female,Loyal,74,Personal,Economy,4864
26884,Female,Loyal,74,Personal,Economy Plus,1847
26886,Female,Loyal,44,Personal,Economy,3313
26896,Male,Loyal,17,Personal,Economy,1187
26897,Male,Loyal,73,Business,Economy,1483
26903,Male,Loyal,78,Personal,Economy,3302
26910,Male,Disloyal,11,Personal,Economy,4083
26912,Male,Loyal,64,Personal,Economy,2480
26915,Male,Loyal,39,Personal,Economy,961
26916,Female,Loyal,58,Personal,Economy,4653
26922,Female,Loyal,63,Personal,Economy Plus,2389
26927,Female,Loyal,21,Personal,Economy,3775
26930,Female,Disloyal,8,Personal,Economy,1957
26943,Female,Disloyal,16,Personal,Economy Plus,4035
26949,Male,Loyal,67,Business,Business,2864
26950,Male,Disloyal,38,Personal,Economy,451
26965,Female,Loyal,15,Personal,Economy,2034
26966,Male,Disloyal,74,Personal,Business,1398
26969,Male,Loyal,56,Business,Business,2580
26970,Male,Disloyal,58,Personal,Economy,628
26974,Female,Loyal,31,Personal,Economy,1435
26984,Male,Disloyal,21,Personal,Economy,1812
26988,Male,Loyal,35,Business,Economy,3815
26991,Male,Loyal,8,Personal,Economy,270
26998,Female,Disloyal,69,Business,Economy,4051
26999,Male,Loyal,13,Personal,Economy,2491
27007,Female,Loyal,49,Business,Economy Plus,4039
27031,Male,Loyal,85,Personal,Economy,1170
27042,Male,Loyal,79,Personal,Economy,1203
27052,Male,Loyal,85,Personal,Economy,2578
27066,Male,Loyal,61,Personal,Economy,3459
27067,Male,Disloyal,18,Personal,Economy Plus,2920
27070,Female,Loyal,12,Business,Economy Plus,3200
27071,Male,Loyal,49,Business,Economy Plus,3555
27075,Male,Disloyal,69,Business,Economy,4225
27078,Female,Disloyal,37,Personal,Economy Plus,3366
27079,Female,Loyal,82,Personal,Economy Plus,3228
27092,Male,Loyal,39,Personal,Business,2717
27093,Female,Loyal,16,Personal,Economy,2810
27104,Male,Loyal,69,Personal,Economy,4055
27110,Female,Loyal,42,Personal,Economy Plus,889
27121,Female,Loyal,46,Personal,Economy,4295
27130,Female,Loyal,15,Personal,Economy Plus,110
27131,Female,Loyal,42,Personal,Economy,4789
27143,Female,Disloyal,36,Personal,Business,90
27148,Female,Disloyal,84,Personal,Business,2016
27151,Male,Loyal,50,Personal,Economy,3525
27157,Male,Disloyal,8,Personal,Economy,3137
27161,Female,Disloyal,12,Personal,Economy,434
27168,Female,Disloyal,23,Personal,Economy,769
27173,Male,Loyal,27,Business,Economy Plus,426
27180,Male,Loyal,63,Business,Economy,1107
27186,Female,Loyal,32,Business,Economy,4720
27193,Female,Loyal,20,Business,Economy,1230
27195,Female,Loyal,48,Personal,Business,4360
27196,Male,Loyal,68,Personal,Business,3954
27201,Male,Loyal,36,Business,Economy,4756
27202,Female,Loyal,53,Business,Economy,1168
27206,Male,Loyal,69,Business,Business,3003
27228,Male,Loyal,31,Personal,Economy,1747
27232,Male,Loyal,82,Personal,Economy,1189
27240,Female,Disloyal,64,Personal,Economy,4083
